Stocks,Category,MachineType,InventoryTypeSH,CategorySH,Year,Make,ManufacturerSH,Model,ModelSH,Hours,Condition,Seller,PurchCity,PurchState,DaggerLocation,DatePurchased,PurchPrice, EstFreight , EstLabor , EstParts , EstSalePrice , EstTotalCost , EstProfit ,DateSold,Buyback, Freight , Labor , Parts , TotalRepairCost , ListingFees , BuybackFee ,TotalFees, TotalCOGS ,SaleType, SalePrice ,Profit,ProfitNoLabor,Turnover,ROI,Collab,Jared,Dustin,Quinn,Nash,Gifford,Bunde,Chris,Ethan,Wes,Korey,(Numbers added since switching back to individual),Notes,AuctionEnd,ClosingTime
1352,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2001,Caterpillar,CATERPILLAR,TH103,TH103,11525,,IronPlanet,,,"Fargo, ND",12/20/2021,17200,,,,22000,17200,4800,2/23/2022,,1450,1005,,1005,595,,595,20250,Auction,36396,16146,17151,65,79.73,1,,,,,,,,1,,,,,,
1353,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2015,MacDon,MAC DON,FD75S,FD75S,,3,Alpine Auto Gallery,Riverton,IA,Off-Site,12/20/2021,8023,,,,20000,8023,11977,4/13/2022,,,   ,,,395,,395,8418,Auction,15120,6702,6702,114,79.62,1,1,,,,,,,,,,,,,
1354,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2016,MacDon,MAC DON,FD75D,FD75D,,3,Copart,Greenwell Springs,LA,"Fargo, ND",2/11/2022,22053,,,,30000,22053,7947,7/12/2022,,9639.25,   ,,,,,,31692.25,,21385,-10307.25,-10307.25,151,-32.52,1,1,,,,,,,,,,,,,
1355,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2008,Case IH,CASE IH,Patriot 4420,PATRIOT 4420,3168,,DPA,Clymers,IN,Off-Site,12/21/2021,58250,,,,63000,58250,4750,1/5/2022,,  ,  ,  ,,,,,58250,Retail,67000,8750,,15,15.02,2,,,,,,1,1,,,,,,,
1356,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2011,Ag-Chem,AG-CHEM,Rogator 1194,ROGATOR 1194,4406,,Ziegler CAT,Rochester,MN,"Fargo, ND",12/30/2021,30000,,,,45000,30000,15000,2/2/2022,,1350,557,100,657,1296,,1296,33303,Auction,69984,36681,37238,34,110.14,2,,,,,,1,1,,,,,,,
1357,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,1994,John Deere,JOHN DEERE,7200,7200,9435,,Ritchie Bros,Chehalis,WA,"Fargo, ND",1/15/2022,21200,,,,27500,21200,6300,2/2/2022,,4200,750,,750,595,,595,26745,Auction,28404,1659,2409,18,6.2,1,,,,,,,,1,,,,,,
1358,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2016,Honey Bee,JOHN DEERE,645FD,645FD,,3,,Jackson,TN,"Fargo, ND",1/20/2022,11550,,,,20000,11550,8450,2/16/2022,,2700,300,,300,595,,595,15145,Auction,28404,13259,13559,27,87.55,1,1,,,,,,,,,,,,,
1359,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,1991,Case IH,CASE IH,7120,7120,11507,,Steffes,Barnesville,MN,"Fargo, ND",12/28/2021,25750,,,,35000,25750,9250,1/19/2022,,   ,400,266,666,595,,595,27011,Auction,33156,6145,6545,22,22.75,2,,,,,,1,1,,,,,,,
1360,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2011,Case IH,CASE IH,Patriot 3330,PATRIOT 3330,1922,3,,Marianna,FL,"Fargo, ND",12/31/2021,46500,,,,80000,46500,33500,6/1/2022,,5000,12687.5,7711.55,20399.05,2322,,2322,74221.05,Auction,125388,51166.95,63854.45,152,68.94,1,,,,,,,,1,,,,,,
1363,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2005,Miller,MILLER,Nitro N2,NITRO N2,1644,,Del Peterson,Owatonna,MN,"Fargo, ND",12/31/2021,28612.5,,,,35000,28612.5,6387.5,2/16/2022,,1350,3244,910,4154,805.68,,805.68,34922.18,Auction,40284,5361.82,8605.82,47,15.35,2,,,,,,1,1,,,,,,,
1364,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,1998,Rogator,ROGATOR,Rogator 854,RG854,4634,,Del Peterson,Owatonna,MN,"Fargo, ND",12/29/2021,11130,,,,18000,11130,6870,2/16/2022,,1300,300,114.39,414.39,495,,495,13339.39,Auction,22248,8908.61,9208.61,49,66.78,2,1,,,,,1,,,,,,,,
1365,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2003,Apache,APACHE,1000,1000,3532,,Purple Wave,Geneseo,KS,"Fargo, ND",12/30/2021,15400,,,,25000,15400,9600,2/16/2022,,2800,677,201,878,495,,495,19573,Auction,18684,-889,-212,48,-4.54,2,,,,,,1,1,,,,,,,
1366,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2012,Rogator,ROGATOR,1300,RG1300,2857,,DPA,Lennon,MI,"Fargo, ND",2/5/2022,24100,,,,40000,24100,15900,3/20/2022,,,166.67,100,266.67,,,,24366.67,Retail,37000,12633.33,12800,43,51.85,2,,,,,,1,1,,,,,,,
1367,Agriculture,Tracks,Agricultural_Attachments,Attachments - Rubber Tracks,,ATI,ATI,"36"" Camoplast for JD","JOHN DEERE ATI 36"" COMBINE TRACKS",,,BigIron,Pollard,AR,"Fargo, ND",12/30/2021,16250,,,,30000,16250,13750,3/9/2022,,1000,   ,,,495,,495,17745,Auction,19008,1263,1263,69,7.12,1,,,,,,1,,,,,,,,
1368,Agriculture,Baler,Agricultural_Equipment,Hay and Forage Equipment - Round Balers,2012,John Deere,JOHN DEERE,458SS,458SS,,,Copart,Alorton,IL,"Fargo, ND",2/25/2022,6298,,,,18000,6298,11702,3/9/2022,,1913,100,,100,295,,295,8606,Auction,9396,790,890,12,9.18,1,1,,,,,,,,,,,,,
1369,Construction,Loader,Construction_Equipment,Wheel Loaders,2013,Deere,DEERE,724K,724K,9755,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",12/31/2021,58240,,,,70000,58240,11760,3/2/2022,,2140,1000,,1000,1520,,1520,62900,Auction,82080,19180,20180,61,30.49,2,1,,,,,1,,,,,,,,
1370,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2004,Buhler Versatile,BUHLER VERSATILE,2145,2145,,,CJ Beeps Equipment (AT),Farley,IA,"Fargo, ND",1/15/2022,24600,,,,35000,24600,10400,2/16/2022,,1000,400,,400,595,,595,26595,Auction,26568,-27,373,32,-0.1,2,,,,,,1,1,,,,,,,
1371,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,Case IH,CASE IH,7120,7120,8824,,Frantz Equipment (AT),Hughesville,PA,"Fargo, ND",1/5/2022,20000,,,,35000,20000,15000,,4,6200,1000,670,1670,,2080,2080,29950,,,,,,,2,,,,,,1,1,,,,,,,1:44 PM
1372,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,7810,7810,,,Valley Implement (AT),Montpelier,ID,"Fargo, ND",1/4/2022,19600,,,,40000,19600,20400,3/9/2022,,1900,134,,134,495,,495,22129,Auction,22788,659,793,64,2.98,2,,,,,,1,1,,,,,,,
1373,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2007,John Deere,JOHN DEERE,4720,4720,2950,,Smith Tractor Company,Atmore,AL,"Hurricane Mills, TN",1/4/2022,42500,,,,60000,42500,17500,3/2/2022,,2200,1000,,1000,920,,920,46620,Auction,49680,3060,4060,57,6.56,2,1,,,,,1,,,,,,,,
1374,Construction,Heater,Construction_Equipment,Towable Heaters,2020,Wacker Neuson,WACKER NEUSON,E3000,E3000,,3,IronPlanet,Morris,IL,"Fargo, ND",1/6/2022,22001.1,,,,35000,22001.1,12998.9,3/16/2022,,1000,1086,,1086,595,,595,24682.1,Auction,27324,2641.9,3727.9,69,10.7,1,1,,,,,,,,,,,,,
1375,Construction,Feller Buncher,Construction_Equipment,Forestry Equipment - Feller Bunchers - Wheel,2011,John Deere,DEERE,843K,843K,7748,,TAC Auction,Florance,MS,"Hurricane Mills, TN",1/7/2022,22550,,,,35000,22550,12450,3/3/2022,,2800,1000,300,1300,595,,595,27245,Auction,27756,511,1511,55,1.88,1,,,,,,,1,,,,,,,
1376,Construction,Loader,Construction_Equipment,Wheel Loaders,2015,Caterpillar,CATERPILLAR,930M,930M,2200,,DPA,Rosedale,MS,"Fargo, ND",1/12/2022,49887,,,,70000,49887,20113,4/8/2022,,4300,11187,3446.72,14633.72,1426,,1426,70246.72,Auction,77004,6757.28,17944.28,86,9.62,1,1,,,,,,,,,,,,,
1377,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1995,Case IH,CASE IH,7250,7250,6983,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",1/18/2022,28537.5,,,,36000,28537.5,7462.5,6/23/2022,1,3800,3121,1804.1,4925.1,828,595,1423,38685.6,Auction,44712,6026.4,9147.4,156,15.58,2,,,,,,1,1,,,,,,,
1378,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2006,Caterpillar,CATERPILLAR,TH215,TH215,2166,NR,Kurtz Trading (EF),Littlestown,PA,"Fargo, ND",1/19/2022,11270,,,,22000,11270,10730,3/17/2022,,1700,1079,,1079,495,,495,14544,Auction,20088,5544,6623,57,38.12,2,,,,,,1,1,,,,,,,
1379,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2008,Great Dane,GREAT DANE,Reefer,,,,IronPlanet,Monroe,MI,"Fargo, ND",1/27/2022,7590,,,,20000,7590,12410,3/30/2022,,1000,   ,,,395,,395,8985,Auction,12096,3111,3111,62,34.62,1,,,,1,,,,,,,,,,
1380,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2011,Great Dane,GREAT DANE,Reefer,,,NR,IronPlanet,Monroe,MI,"Fargo, ND",1/27/2022,9680,,,,20000,9680,10320,3/23/2022,,   ,  ,,,,,,9680,Refunded,9680,,,55,,1,,,,1,,,,,,,,Got refunded,,
1381,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2008,Utility,UTILITY,VS2RA Reefer,VS2RA,,,IronPlanet,Sturtevant,WI,"Fargo, ND",1/27/2022,12100,,,,25000,12100,12900,3/15/2022,,1500,100,69,169,395,,395,14164,Auction,11880,-2284,-2184,47,-16.13,1,,,,1,,,,,,,,,,
1382,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2008,Utility,UTILITY,VS2RA Reefer,VS2RA,,,IronPlanet,Sturtevant,WI,"Fargo, ND",1/27/2022,10175,,,,20000,10175,9825,3/16/2022,,500,100,69,169,395,,395,11239,Auction,10908,-331,-231,48,-2.95,1,,,,1,,,,,,,,,,
1383,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2009,Utility,UTILITY,VS2RA Reefer,VS2RA,,,IronPlanet,Cincinnati,OH,"Fargo, ND",1/27/2022,10560,,,,20000,10560,9440,3/30/2022,,1755.8,   ,,,395,,395,12710.8,Auction,14688,1977.2,1977.2,62,15.56,1,,,,1,,,,,,,,,,
1384,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,,Gradall,GRADALL,524D,524D,,,Lopatofsky Auction LLC,Lebanon,PA,"Fargo, ND",1/28/2022,11745,,,,20000,11745,8255,3/9/2022,,1700,958,135.63,1093.63,395,,395,14933.63,Auction,15876,942.37,1900.37,40,6.31,3,,,,,1,1,1,,,,,,,
1385,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2013,JLG,JLG,G10-55A,G10-55A,,NR,IronPlanet,Perris,CA,"Fargo, ND",1/27/2022,40891.5,,,,50000,40891.5,9108.5,10/26/2022,1,4250,   ,,,,595,595,45736.5,Retail,40000,-5736.5,-5736.5,272,-12.54,2,,,,,1,1,,,,,,,,
1386,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2002,John Deere,JOHN DEERE,8410,8410,,,Jeff Martin Auctioneers,Hamilton,MS,"Hurricane Mills, TN",1/26/2022,44820,,,,57000,44820,12180,3/2/2022,,1250,1000,2000,3000,800,,800,49870,Auction,43200,-6670,-5670,35,-13.37,2,,,,,1,,1,,,,,,,
1387,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2016,Honeybee,HONEY BEE,AF240,AF240,,3,IronPlanet,David City,NE,"Fargo, ND",1/27/2022,4950,,,,15000,4950,10050,2/23/2022,,1050,227,,227,295,,295,6522,Auction,8100,1578,1805,27,24.2,2,,,,,,1,1,,,,,,,
1388,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2008,Ag-Chem,AG-CHEM,Rogator 1286C,ROGATOR 1286C,,,DPA,Marshall,IL,"Fargo, ND",1/28/2022,17220,,,,30000,17220,12780,3/9/2022,,3200,41,,41,595,,595,21056,Auction,32508,11452,11493,40,54.39,3,,,,,1,1,1,,,,,,,
1389,Agriculture,Floater,Agricultural_Equipment,Chemical Applicators - Floaters,2001,IHC,BBI,8100,8T,,,DPA,Ethridge,TN,"Hurricane Mills, TN",1/28/2022,19005,,,,,19005,  ,3/2/2022,,80,1000,,1000,495,,495,20580,Auction,23112,2532,3532,33,12.3,1,,,,,,1,,,,,,,,
1391,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Case IH,CASE IH,8940,8940,,,Witcher Auctions,Clarksdale,MS,"Hurricane Mills, TN",2/2/2022,24235,,,,35000,24235,10765,4/8/2022,,1865,600,,600,595,,595,27295,Auction,27108,-187,413,65,-0.69,2,,,,,,1,1,,,,,,,
1392,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Case IH,CASE IH,7240,7240,,,Witcher Auctions,Clarksdale,MS,"Fargo, ND",2/2/2022,19010,,,,,19010,  ,4/21/2022,,2527,   ,48.5,48.5,495,,495,22080.5,Auction,20628,-1452.5,-1452.5,78,-6.58,2,,,,,,1,1,,,,,,,
1393,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Ford,CASE IH,8940,8940,,,Witcher Auctions,Clarksdale,MS,"Fargo, ND",2/2/2022,19010,,,,35000,19010,15990,4/8/2022,,2527,671,,671,595,,595,22803,Auction,30780,7977,8648,65,34.98,2,,,,,,1,1,,,,,,,
1394,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,,Case,CASE,721F,721F,,,Machinery Auctioneers,Odessa,TX,"Fargo, ND",1/28/2022,23100,,,,50000,23100,26900,4/13/2022,,4400,4800,16638,21438,1574,,1574,50512,Auction,84996,34484,39284,75,68.27,2,1,,,1,,,,,,,,,,
1395,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2014,Wacker Neuson,WACKER NEUSON,WL36,WL36,,,C.F. Welding and Manufacturing Inc,,,"Fargo, ND",1/25/2022,37380,,,,37380,37380,   ,3/24/2022,,,200,,200,595,,595,38175,Auction,34236,-3939,-3739,58,-10.32,1,,,,,,,,,1,,,,,
1396,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,4640,4640,,,Lloyd Meekins & Sons,Lumberton,NC,"Hurricane Mills, TN",1/28/2022,7920,,,,15000,7920,7080,,,1250,  ,,,,,,9170,,  ,,,,,2,,,,,,1,1,,,,,Schedule?,,
1397,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4840,4840,,,Lloyd Meekins & Sons,Lumberton,NC,"Hurricane Mills, TN",1/28/2022,9570,,,,15000,9570,5430,,,1250,  ,,,,,,10820,,  ,,,,,2,,,,,,1,1,,,,,Schedule?,,
1398,Agriculture,Floater,Agricultural_Equipment,Chemical Applicators - Floaters,,Ag-Chem,AG-CHEM,9203,TERRAGATOR 9203,,,Ziegler AG Equipment,,,"Ada, MN",1/28/2022,23000,,,,,23000,  ,4/13/2022,,,   ,,,595,,595,23595,Auction,33480,9885,9885,75,41.89,2,,,,,,1,1,,,,,,,
1399,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Buhler Versatile,BUHLER VERSATILE,2210,2210,6903,,McGrew Equipment Company (EF),Seven Valleys,PA,"Fargo, ND",2/3/2022,33670,,,,42500,33670,8830,3/16/2022,,2650,2845,56,2901,812,,812,40033,Auction,43848,3815,6660,41,9.53,2,,,,,,1,1,,,,,,,
1400,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2011,RBR,RBR ENTERPRISE,Vector 300,VECTOR 300,5477,NR,AGCO Finance,Tifton,GA,"Fargo, ND",2/3/2022,16100,,,,25000,16100,8900,3/16/2022,,6500,100,200,300,495,,495,23395,Auction,21600,-1795,-1695,41,-7.67,1,1,,,,,,,,,,,,,
1401,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,7410,7410,,,Sullivan Equipment Sales,Commerce,TX,"Dallas, TX",2/7/2022,13900,,,,24000,13900,10100,3/16/2022,,500,1000,   ,1000,495,,495,15895,Auction,19548,3653,4653,37,22.98,2,,,,,,1,1,,,,,,,
1402,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2004,Deere,DEERE,3220,3220,,,Loup Machinery,Jeffersonville,OH,"Fargo, ND",2/7/2022,25000,,,,35000,25000,10000,3/16/2022,,2650,2810,,2810,796,,796,31256,Auction,42984,11728,14538,37,37.52,2,,,,,,1,1,,,,,,,
1403,Agriculture,Floater,Agricultural_Equipment,Chemical Applicators - Floaters,2017,Terragator,TERRAGATOR,TG9300B,TG9300B,,,Ziegler,Rochester,MN,"Fargo, ND",2/4/2022,42000,,,,55000,42000,13000,3/9/2022,,1350,663,,663,810,,810,44823,Auction,43740,-1083,-420,33,-2.42,3,,,,,1,1,1,,,,,,,
1404,Construction,Loader,Construction_Equipment,Wheel Loaders,2019,Wacker Neuson,WACKER NEUSON,WL38,WL38,787,,DPA,Dimmitt,TX,"Fargo, ND",2/9/2022,39375,,,,60000,39375,20625,3/7/2022,,2300,33.06,135.86,168.92,,,,41843.92,,52500,10656.08,10689.14,26,25.47,2,,,,,,1,1,,,,,,,
1405,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2005,Ag-Chem,AG-CHEM,Rogator 1064,ROGATOR 1064,5739,,DPA,Media,IL,"Fargo, ND",2/9/2022,12600,,,,23000,12600,10400,3/30/2022,,2500,902,152,1054,395,,395,16549,Auction,14148,-2401,-1499,49,-14.51,2,,,,,,1,1,,,,,,,
1406,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2008,Manitou,MANITOU,MLT940,MLT940L-120LSU,3735,,Iron Bound Auctions (EF),Seminole,TX,"Fargo, ND",2/10/2022,16740,,,,30000,16740,13260,3/23/2022,,2200,4498.5,683.85,5182.35,495,,495,24617.35,Retail,35000,10382.65,14881.15,41,42.18,3,,,,,1,1,1,,,,,,,
1407,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4960,4960,9920,,Witcher Auctions,Crawfordsville,AR,"Hurricane Mills, TN",2/9/2022,36380,,,,45000,36380,8620,4/14/2022,,800,1000,,1000,708,,708,38888,Auction,38232,-656,344,64,-1.69,2,,,,,,1,1,,,,,,,
1408,Agriculture,Tractor,Agricultural_Equipment,Tractors - 300 HP or Greater,,John Deere,JOHN DEERE,9400,9400,2097,,Witcher Auctions,Crawfordsville,AR,"Hurricane Mills, TN",2/9/2022,37400,,,,44000,37400,6600,3/1/2022,,,  ,,,,,,37400,Retail,45000,7600,,20,20.32,3,,,,,1,1,1,,,,,,,
1409,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,Case IH,CASE IH,MX135,MX135,,,Alex Lyon & Son,Bushnell,FL,"Hurricane Mills, TN",2/15/2022,29250,,,,35000,29250,5750,9/15/2022,1,1200,1000,,1000,595,1585,2180,33630,Auction,32616,-1014,-14,212,-3.02,1,,,,,,,,1,,,,,,
1410,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2010,New Holland,NEW HOLLAND,T8020,T8020,10192,NR,Iron Bound Auctions (EF),Seminole,TX,"Fargo, ND",2/10/2022,19440,,,,40000,19440,20560,3/30/2022,,2200,531,997,1528,595,,595,23763,Auction,36072,12309,12840,48,51.8,3,,,,,1,1,1,,,,,,,
1411,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,4560,4560,,,Mark Arends Auctioneering,Aplington,IA,"Fargo, ND",2/10/2022,18000,,,,25000,18000,7000,3/16/2022,,1050,266,,266,495,,495,19811,Auction,22788,2977,3243,34,15.03,1,,,,,,,1,,,,,,,
1412,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4960,4960,,,Blackmon Auctions,Portland,AR,"Hurricane Mills, TN",2/11/2022,35200,,,,,35200,  ,4/14/2022,,1400,1000,,1000,595,,595,38195,Auction,37692,-503,497,62,-1.32,2,,,,,,1,1,,,,,,,
1413,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2015,Caterpillar,CATERPILLAR,TL1255C,TL1255C,3720,NR,Rebel Auction (EF),Hazelhurst,GA,"Fargo, ND",2/18/2022,39100,,,,70000,39100,30900,3/23/2022,,4000,1346,13.2,1359.2,922,,922,45381.2,Auction,49788,4406.8,5752.8,33,9.71,2,,,,,,1,1,,,,,,,
1414,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,6410,6410,,NR,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,19825,,,,,19825,  ,4/14/2022,,900,1000,,1000,495,,495,22220,Auction,19440,-2780,-1780,55,-12.51,2,,,,,,1,1,,,,,,,
1415,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,6410,6410,,NR,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,14700,,,,25000,14700,10300,3/24/2022,,1300,1000,,1000,495,,495,17495,Auction,16524,-971,29,34,-5.55,2,,,,,,1,1,,,,,,,
1416,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,2007,New Holland,NEW HOLLAND,T6030,T6030,10076,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,21875,,,,,21875,  ,8/17/2022,1,750,1000,,1000,595,495,1090,24715,Auction,28296,3581,4581,180,14.49,1,,,,,,,1,,,,,,,
1417,Agriculture,Tractor,Agricultural_Equipment,Tractors - 40 HP to 99 HP,,Case IH,CASE IH,Farmall 80,FARMALL 80,3108,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,19312.5,,,,25000,19312.5,5687.5,4/8/2022,,850,500,,500,495,,495,21157.5,Auction,21384,226.5,726.5,49,1.07,2,,,,,,,1,1,,,,,,
1418,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,6410,6410,,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,25718.75,,,,35000,25718.75,9281.25,3/24/2022,,750,1000,,1000,595,,595,28063.75,Auction,27108,-955.75,44.25,34,-3.41,2,,,,,,1,1,,,,,,,
1419,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,New Holland,NEW HOLLAND,T8020,T8020,3983,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,40100,,,,65000,40100,24900,4/14/2022,,850,1000,,1000,1102,,1102,43052,Auction,59508,16456,17456,55,38.22,2,,,,1,,,1,,,,,,,
1420,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,7420,7420,,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,30587.5,,,,35000,30587.5,4412.5,3/24/2022,,900,1000,,1000,595,,595,33082.5,Auction,31320,-1762.5,-762.5,34,-5.33,3,,,,,1,1,1,,,,,,,
1421,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,6615,6615,,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,24950,,,,30000,24950,5050,3/24/2022,,750,1000,,1000,495,,495,27195,Auction,25596,-1599,-599,34,-5.88,1,,,,,,,,1,,,,,,
1422,Agriculture,Tractor,Agricultural_Equipment,Tractors - 300 HP or Greater,,Case IH,CASE IH,Steiger 420 HD,STEIGER 420,,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,63600,,,,,63600,  ,6/1/2022,,5500,  ,,,,,,69100,,63600,-5500,,103,-7.96,1,,,,,,1,,,,,,,,
1423,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Case IH,CASE IH,7140,7140,,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,24437.5,,,,35000,24437.5,10562.5,3/24/2022,,1300,1000,,1000,595,,595,27332.5,Auction,27756,423.5,1423.5,34,1.55,2,,,,,,1,1,,,,,,,
1424,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,7420,7420,,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,27512.5,,,,35000,27512.5,7487.5,3/24/2022,,750,1000,,1000,595,,595,29857.5,Auction,32616,2758.5,3758.5,34,9.24,2,,,,,,1,1,,,,,,,
1425,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2001,John Deere,JOHN DEERE,4700,4700,,,Ritchie Bros,Tipton,CA,"Fargo, ND",2/18/2022,23200,,,,40000,23200,16800,3/24/2022,,5000,1582,412.9,1994.9,595,,595,30789.9,Auction,30240,-549.9,1032.1,34,-1.79,2,,,,,,1,1,,,,,,,
1426,Agriculture,Baler,Agricultural_Equipment,Hay and Forage Equipment - Square Balers - Small,2015,Massey Ferguson,MASSEY FERGUSON,1840,1840,,,Leap Auctions,Franklin,TX,"Hurricane Mills, TN",2/14/2022,19890,,,,,19890,  ,4/13/2022,,700,1000,,1000,495,,495,22085,Auction,19656,-2429,-1429,58,-11,1,,,,,,,,1,,,,,,
1427,Agriculture,Mulcher,Agricultural_Equipment,Tillage Equipment - Rotary Tillage,2016,Prinoth,AHWI PRINOTH,RF800,RF800,,,Ritchie Bros,Tipton,CA,"Fargo, ND",2/18/2022,24200,,,,40000,24200,15800,9/28/2022,1,1700,523.5,,523.5,495,395,890,27313.5,Auction,26460,-853.5,-330,222,-3.12,2,1,,,,,,1,,,,,,,
1428,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,,Rogator,ROGATOR,Rogator 1396,RG1396,,,AGCO Finance,Dothan,AL,"Hurricane Mills, TN",2/14/2022,30000,,,,45000,30000,15000,3/16/2022,,2000,353.93,,353.93,,,,32353.93,Retail,48000,15646.07,16000,30,48.36,1,1,,,,,,,,,,,,,
